8297 103689
21 1717 10
21 1726 7
21 2085 9
21 2117 6
21 2181 1
21 2202 2
21 2410 5
21 2685 3
21 2727 10
21 2814 3
22 30 3
22 1407 9
23 29 6
23 30 5
23 33 1
23 38 5
23 39 5
23 50 2
23 55 3
23 80 7
23 94 2
23 127 5
23 135 6
23 144 4
23 151 9
23 163 4
23 168 2
23 175 10
23 183 3
23 214 4
23 236 3
23 252 2
23 257 3
23 271 10
23 280 9
23 282 1
23 299 5
23 300 5
23 302 7
23 304 7
23 308 8
23 313 9
23 325 7
23 406 8
23 549 4
23 586 7
23 587 10
23 590 9
23 601 2
23 616 2
23 617 7
23 656 10
23 664 2
23 667 10
23 670 10
23 673 10
23 674 2
23 700 1
23 706 8
23 715 7
23 725 10
23 760 6
23 765 6
23 794 5
23 810 2
23 857 1
23 881 3
23 897 1
23 904 6
23 906 6
23 942 2
23 945 4
23 972 9
23 981 5
23 989 5
23 1014 8
23 1029 1
23 1039 2
23 1053 10
23 1061 6
23 1123 6
23 1478 9
23 1538 5
23 1593 2
23 1638 9
23 8288 3
24 3 10
24 8 7
24 15 10
24 19 5
24 28 5
24 30 8
24 33 3
24 34 3
24 35 9
24 36 2
24 50 3
24 54 2
24 72 10
24 130 5
24 132 1
24 150 4
24 214 4
24 228 6
24 230 1
24 243 5
24 255 1
24 259 4
24 271 1
24 280 6
24 299 9
24 310 10
24 311 6
24 321 8
24 334 2
24 348 3
24 370 9
24 373 4
24 378 4
24 391 5
24 407 4
24 415 4
24 417 9
24 465 4
24 545 1
24 549 9
24 560 8
24 579 2
24 589 2
24 600 8
24 626 7
24 633 7
24 636 8
24 643 4
24 644 8
24 647 5
24 663 2
24 667 5
24 681 10
24 696 6
24 697 3
24 706 7
24 707 6
24 710 4
24 719 10
24 722 4
24 739 1
24 742 5
24 750 6
24 756 9
24 760 5
24 762 10
24 763 7
24 769 2
24 803 8
24 813 1
24 817 10
24 829 4
24 849 2
24 853 7
24 856 7
24 857 1
24 863 1
24 887 1
24 893 3
24 895 6
24 908 3
24 932 4
24 935 3
24 945 9
24 946 5
24 960 5
24 993 10
24 994 2
24 999 6
24 1018 1
24 1034 6
24 1043 8
24 1053 3
24 1075 3
24 1080 10
24 1100 3
24 1111 1
24 1123 7
24 1125 2
24 1156 7
24 1164 8
24 1165 7
24 1186 8
24 1193 1
24 1200 9
24 1234 3
24 1250 6
24 1267 10
24 1284 10
24 1285 3
24 1297 8
24 1310 7
24 1315 3
24 1330 2
24 1353 7
24 1357 6
24 1360 8
24 1416 3
24 1419 7
24 1439 6
24 1442 3
24 1473 6
24 1482 1
24 1497 5
24 1501 7
24 1538 4
24 1542 8
24 1547 10
24 1548 8
24 1549 10
24 1566 1
24 1585 5
24 1608 10
24 1622 2
24 1633 9
24 1641 10
24 1646 5
24 1658 8
24 1669 4
24 1697 3
24 1705 9
24 1717 3
24 1723 1
24 1729 8
24 1734 5
24 1754 6
24 1769 4
24 1772 6
24 1781 7
24 1808 3
24 1814 3
24 1816 4
24 1835 2
24 1836 2
24 1837 8
24 1842 8
24 1855 10
24 1858 1
24 1880 5
24 1893 2
24 1901 10
24 1903 7
24 1927 5
24 1953 6
24 1956 8
24 1963 7
24 1966 10
24 1969 9
24 1977 8
24 1987 4
24 2004 10
24 2055 6
24 2060 1
24 2062 1
24 2066 10
24 2117 4
24 2119 10
24 2137 3
24 2144 3
24 2193 3
24 2209 6
24 2225 10
24 2237 5
24 2264 9
24 2276 9
24 2323 4
24 2328 2
24 2329 1
24 2341 2
24 2345 6
24 2354 2
24 2371 5
24 2375 10
24 2385 4
24 2398 4
24 2504 8
24 2508 2
24 2516 8
24 2542 2
24 2560 9
24 2579 7
24 2585 3
24 2587 4
24 2595 5
24 2612 9
24 2619 1
24 2625 3
24 2660 9
24 2667 10
24 2696 8
24 2697 8
24 2707 1
24 2746 1
24 2754 7
24 2760 7
24 2763 3
24 2815 2
24 2819 7
24 2822 7
24 2830 3
24 2871 5
24 2922 10
24 2926 8
24 2955 2
24 2963 6
24 2999 2
24 3018 6
24 3028 4
24 3089 10
24 3136 9
24 3164 10
24 3192 2
24 3351 4
24 3352 9
24 3408 6
24 3410 10
24 3439 7
24 3443 8
24 3447 5
24 3452 2
24 3456 9
24 3458 1
24 3473 9
24 3537 10
24 3568 9
24 3586 1
24 3607 9
24 3643 8
24 3660 1
24 3661 8
24 3748 5
24 3792 1
24 3800 8
24 3843 3
24 3854 7
24 3898 10
24 3903 3
24 3910 6
24 4040 2
24 4261 6
24 4276 3
24 4299 9
24 4310 6
24 4338 5
24 4349 1
24 4373 2
24 4463 4
24 4485 2
24 4510 1
24 4706 3
24 4709 6
24 4712 6
24 4792 7
24 4796 9
24 4811 9
24 4827 5
24 4944 9
24 4953 1
24 4999 8
24 5026 10
24 5037 3
24 5055 3
24 5123 10
24 5162 2
24 5254 8
24 5327 10
24 5341 2
24 5412 1
24 5423 4
24 5484 9
24 5511 3
24 5596 3
24 5714 7
24 5818 2
24 5863 2
24 6097 7
24 6229 6
24 6272 1
24 6441 3
24 6496 5
24 6566 2
24 6833 5
24 6855 7
24 6869 9
24 6948 7
24 6955 7
24 7119 2
24 7143 8
24 7144 4
54 3 5
54 28 5
54 214 4
54 299 3
54 356 5
54 373 5
54 394 6
28 3 4
28 6 7
28 8 2
28 19 5
28 29 6
28 33 7
28 34 1
28 35 3
28 38 5
28 49 10
28 50 5
28 54 9
28 55 7
28 56 2
28 61 8
28 75 5
28 80 10
28 86 3
28 94 7
28 127 7
28 130 9
28 132 6
28 135 10
28 144 7
28 147 9
28 150 6
28 151 2
28 152 9
28 154 2
28 163 6
28 178 5
28 182 6
28 192 9
28 214 3
28 216 4
28 224 7
28 226 10
28 228 1
28 232 4
28 236 4
28 246 3
28 250 6
28 252 3
28 259 5
28 261 5
28 271 8
28 273 5
28 280 10
28 282 2
28 299 7
28 301 2
28 302 5
28 304 4
28 310 3
28 313 2
28 319 1
28 322 6
28 325 9
28 356 6
28 370 3
28 391 2
28 396 7
28 402 3
28 405 2
28 406 3
28 415 7
28 428 10
28 435 6
28 439 4
28 488 5
28 514 10
28 584 10
28 587 3
28 590 8
28 600 9
28 613 1
28 616 1
28 627 1
28 631 5
28 636 7
28 645 1
28 656 2
28 658 6
28 659 2
28 667 9
28 670 7
28 673 5
28 675 8
28 677 4
28 681 2
28 687 5
28 715 8
28 723 6
28 725 2
28 730 4
28 739 5
28 741 9
28 743 5
28 746 8
28 748 6
28 750 3
28 756 10
28 789 1
28 798 1
28 857 3
28 859 1
28 864 9
28 895 2
28 934 1
28 958 4
28 979 10
28 991 2
28 1014 5
28 1026 8
28 1030 2
28 1077 6
28 1160 7
28 1186 8
28 1190 1
28 1201 3
28 1286 2
28 1428 7
28 1604 3
28 1608 7
28 1638 1
28 1964 10
28 2470 7
28 2479 5
28 2801 6
28 6251 5
28 8282 1
28 8284 9
28 8285 8
33 8 6
33 28 8
33 38 5
33 50 9
33 54 1
33 56 8
33 127 2
33 140 3
33 144 8
33 147 3
33 167 2
33 178 8
33 183 1
33 214 8
33 396 1
33 402 5
33 440 8
33 538 1
33 545 4
33 1144 10
33 1241 4
33 1717 1
33 2119 9
33 2165 4
34 3 9
34 6 1
34 39 7
34 54 4
34 282 2
36 15 7
36 28 6
36 35 7
36 38 2
36 50 4
36 54 9
36 55 7
36 80 8
36 86 5
36 89 9
36 152 9
36 204 3
36 226 4
36 228 2
36 232 5
36 255 9
36 271 6
36 274 2
36 282 1
36 299 10
36 304 3
36 308 10
36 310 10
36 313 9
36 322 1
36 325 9
36 332 3
36 334 5
36 348 6
36 356 10
36 370 1
36 373 1
36 377 2
36 391 3
36 394 9
36 396 4
36 402 4
36 417 6
36 427 8
36 431 10
36 439 6
36 465 1
36 549 4
36 560 8
36 579 3
36 600 7
36 626 4
36 636 9
36 637 5
36 643 4
36 644 9
36 656 4
36 663 10
36 665 7
36 667 3
36 681 10
36 697 1
36 704 5
36 707 6
36 710 4
36 719 10
36 722 2
36 730 6
36 733 10
36 737 1
36 762 5
36 813 5
36 817 2
36 838 3
36 844 8
36 849 5
36 857 8
36 859 7
36 861 4
36 895 2
36 908 7
36 922 4
36 941 8
36 945 5
36 958 4
36 959 6
36 972 6
36 975 3
36 981 1
36 982 7
36 993 4
36 999 1
36 1023 7
36 1026 1
36 1038 2
36 1075 5
36 1111 6
36 1123 7
36 1125 5
36 1127 9
36 1131 8
36 1166 10
36 1186 4
36 1190 9
36 1193 10
36 1196 6
36 1222 6
36 1234 2
36 1296 8
36 1297 7
36 1307 1
36 1310 6
36 1353 5
36 1357 1
36 1372 1
36 1377 2
36 1378 9
36 1402 3
36 1413 5
36 1416 5
36 1468 7
36 1489 5
36 1506 4
36 1513 8
36 1518 3
36 1524 10
36 1538 3
36 1549 10
36 1555 7
36 1566 8
36 1585 7
36 1608 4
36 1621 4
36 1701 4
36 1707 5
36 1726 5
36 1769 4
36 1783 9
36 1816 4
36 1842 5
36 1848 8
36 1855 8
36 1956 5
36 1964 4
36 1969 3
36 1997 4
36 2066 10
36 2071 2
36 2109 4
36 2117 1
36 2120 1
36 2135 1
36 2145 9
36 2237 1
36 2241 7
36 2297 5
36 2328 5
36 2329 7
36 2381 10
36 2456 4
36 2470 4
36 2485 3
36 2506 5
36 2570 8
36 2579 4
36 2594 5
36 2599 6
36 2619 2
36 2620 4
36 2625 5
36 2651 3
36 2655 7
36 2685 9
36 2689 7
36 2775 7
36 2831 2
36 2834 6
36 2871 8
36 3034 3
36 3089 2
36 3136 2
36 3150 2
36 3192 5
36 3258 2
36 3274 4
36 3334 10
36 3352 8
36 3394 1
36 3443 3
36 3454 10
36 3456 3
36 3480 4
36 3489 8
36 3537 5
36 3562 1
36 3586 1
36 3680 5
36 4065 7
36 4099 8
36 4201 9
36 4303 3
36 4483 1
36 4574 6
36 4578 4
36 4712 6
36 4717 1
36 4781 3
36 4929 5
36 5022 10
36 5144 1
36 5412 6
36 5459 6
36 5529 7
36 5605 4
36 5697 3
36 5714 5
36 5799 2
36 5804 1
36 5822 2
36 5897 3
36 6006 4
36 6044 7
36 6151 8
36 6437 7
36 6496 2
36 6955 4
36 7115 10
36 7289 6
36 7632 7
36 7908 5
36 8174 4
36 8282 10
35 3 7
35 33 6
35 39 1
35 50 5
35 54 3
35 132 3
35 135 6
35 151 6
35 152 5
35 153 2
35 183 10
35 214 9
35 226 5
35 227 9
35 243 7
35 257 8
35 259 3
35 261 6
35 271 6
35 274 5
35 299 9
35 300 1
35 339 9
35 348 1
35 356 4
35 362 8
35 370 1
35 373 5
35 377 8
35 378 9
35 379 1
35 390 8
35 391 7
35 394 1
35 402 8
35 415 4
35 422 5
35 545 8
35 644 1
35 647 1
35 803 6
35 853 2
35 907 3
35 960 9
35 963 8
35 971 1
35 978 9
35 1023 9
35 1026 10
35 1075 7
35 1127 9
35 1193 8
35 1203 8
35 1297 7
35 1330 2
35 1377 3
35 1389 2
35 1413 6
35 1418 10
35 1439 9
35 1446 2
35 1465 9
35 1468 1
35 1476 7
35 1484 6
37 50 9
37 54 9
37 168 8
37 216 9
37 252 1
37 299 7
37 325 3
37 370 1
37 608 7
37 609 9
37 656 7
37 762 6
37 881 2
37 2775 9
37 3456 1
37 3976 4
37 4310 4
37 4735 4
37 5412 8
37 5780 4
38 54 2
38 55 6
38 56 1
38 75 4
38 152 10
38 182 1
38 280 1
38 302 8
38 415 10
38 589 10
38 609 2
38 922 7
38 1836 10
38 2385 7
39 6 9
39 8 4
39 23 5
39 28 7
39 29 9
39 33 2
39 35 8
39 50 4
39 54 7
39 80 9
39 127 3
39 135 8
39 147 1
39 152 10
39 163 8
39 168 8
39 182 3
39 216 5
39 252 6
39 271 5
39 282 7
39 299 5
39 319 5
39 325 2
39 341 5
39 407 5
39 415 7
39 549 2
39 611 7
39 613 4
39 628 10
39 631 2
39 659 10
39 706 4
39 756 3
39 779 10
39 793 3
39 822 1
39 878 9
39 1007 10
39 6123 3
40 33 1
40 54 10
40 55 4
40 214 1
40 216 1
40 243 9
40 252 6
40 257 2
40 273 7
40 274 5
40 299 2
26 3 1
26 6 1
26 19 2
26 23 5
26 28 8
26 33 3
26 34 3
26 38 9
26 39 9
26 50 10
26 54 6
26 55 4
26 56 2
26 80 9
26 89 6
26 93 5
26 127 10
26 130 2
26 132 7
26 135 2
26 140 2
26 144 1
26 147 6
26 151 4
26 152 2
26 154 1
26 163 7
26 167 5
26 168 3
26 182 4
26 183 10
26 214 5
26 216 5
26 219 5
26 226 8
26 232 2
26 236 2
26 243 4
26 250 1
26 252 2
26 257 9
26 258 7
26 261 9
26 271 8
26 273 1
26 274 3
26 286 7
26 299 1
26 300 2
26 301 6
26 306 6
26 310 9
26 325 2
26 339 9
26 341 6
26 348 6
26 349 6
26 356 4
26 358 6
26 359 8
26 362 3
26 363 9
26 370 9
26 371 1
26 373 9
26 377 6
26 378 1
26 379 1
26 389 8
26 390 1
26 391 6
26 394 2
26 396 8
26 415 10
26 419 2
26 421 7
26 422 9
26 427 8
26 431 8
26 433 8
26 560 1
26 564 8
26 566 8
26 567 9
26 581 4
26 584 5
26 590 9
26 636 7
26 673 8
26 675 2
26 681 4
26 684 10
26 687 7
26 756 10
26 8282 5
41 3 4
41 28 2
41 33 8
41 54 4
41 56 4
41 75 6
41 140 3
41 151 7
41 183 6
41 226 5
41 227 1
41 252 6
41 271 8
41 299 4
41 322 3
41 339 3
41 356 4
41 358 2
41 377 3
41 402 3
41 422 5
41 681 6
41 756 7
41 837 9
41 857 9
41 887 7
41 893 4
41 922 1
41 1259 10
41 1282 2
42 19 10
42 23 2
42 28 4
42 34 10
42 50 2
42 54 8
42 55 5
42 56 8
42 75 5
42 80 8
42 105 8
42 178 9
42 214 8
42 219 10
42 243 10
42 250 1
42 252 6
42 259 10
42 271 4
42 274 2
42 286 2
42 298 9
42 299 10
42 302 10
42 348 2
42 356 3
42 377 10
42 378 9
42 391 5
42 396 7
42 407 9
42 415 9
42 545 1
42 549 3
42 564 7
42 656 2
42 658 1
42 710 7
42 743 3
42 748 6
42 756 4
42 810 7
42 817 2
42 823 8
42 853 8
42 907 4
42 908 8
42 975 7
42 993 8
42 1024 3
42 1026 5
42 1053 5
42 1075 10
42 1123 5
42 1127 9
42 1200 5
42 1234 8
42 1353 1
42 1464 1
42 1465 8
42 1476 5
42 1497 4
42 1548 10
42 1604 9
42 1717 10
42 1783 1
42 1903 7
42 1977 10
42 1997 6
42 2004 1
42 2128 7
42 2157 3
42 2181 5
42 2241 6
42 2475 1
42 2504 8
42 2625 7
42 3026 10
42 3136 9
42 3352 4
42 3408 8
42 4261 6
42 4709 5
42 5423 1
42 5775 10
42 6437 4
42 6458 5
42 7108 3
42 8287 4
43 54 2
43 182 4
43 857 3
43 918 1
44 15 3
44 54 4
44 147 7
44 154 9
44 214 10
44 224 4
44 259 5
44 372 4
44 390 5
44 391 1
44 465 6
44 908 2
44 947 10
44 966 5
44 1111 2
44 1186 3
44 1717 8
44 1855 7
44 1857 9
44 1919 3
44 1920 5
44 1953 9
44 1956 4
44 2066 10
44 2157 9
44 2345 1
44 2508 9
44 2516 9
44 2643 8
44 2652 6
44 3028 7
44 3813 9
44 4687 4
44 4795 10
44 4875 7
44 5055 10
44 5254 10
44 5439 10
44 6262 4
44 6306 4
44 6432 8
44 6437 7
44 7092 6
44 8295 2
45 8 4
45 54 10
45 55 5
45 299 3
45 871 2
45 1441 6
45 1507 10
45 1513 5
46 3 10
46 36 7
46 54 4
46 56 8
46 132 6
46 150 10
46 152 8
46 182 9
46 204 8
46 214 7
46 224 8
46 252 3
46 255 5
46 271 3
46 280 6
46 282 6
46 286 5
46 300 5
46 301 10
46 325 10
46 348 5
46 368 8
46 370 8
46 371 8
46 377 6
46 378 7
46 379 10
46 391 5
46 394 7
46 396 1
46 402 4
46 407 6
46 428 5
46 431 7
46 564 2
46 566 9
46 590 2
46 609 9
46 624 7
46 656 2
46 664 6
46 681 8
46 704 8
46 715 5
46 749 2
46 838 2
46 844 5
46 857 6
46 991 1
46 993 5
46 1279 7
46 1425 6
46 1542 2
46 1565 9
46 1593 2
46 1758 8
46 3435 7
46 3506 7
46 8287 3
47 3 7
47 8 3
47 10 8
47 19 9
47 28 9
47 39 7
47 50 2
47 54 5
47 55 8
47 56 8
47 61 3
47 72 7
47 80 10
47 93 1
47 94 10
47 127 5
47 135 2
47 140 2
47 151 10
47 152 9
47 154 5
47 163 6
47 168 4
47 178 3
47 182 10
47 214 1
47 216 3
47 226 9
47 243 10
47 250 6
47 252 7
47 257 5
47 271 1
47 274 1
47 282 9
47 286 8
47 290 1
47 299 9
47 300 8
47 302 8
47 304 4
47 317 7
47 322 4
47 324 6
47 334 5
47 356 8
47 389 2
47 402 3
47 405 1
47 415 8
47 427 6
47 428 5
47 431 10
47 435 6
47 447 1
47 545 3
47 560 6
47 609 7
47 644 8
47 656 5
47 664 1
47 667 2
47 675 9
47 704 5
47 739 1
47 756 6
47 761 4
47 789 2
47 820 4
47 844 2
47 857 5
47 935 3
47 958 5
47 989 6
47 993 5
47 1111 6
47 1186 8
47 1211 5
47 1236 4
47 1248 6
47 1284 6
47 1285 6
47 1286 5
47 1297 3
47 1300 3
47 1307 1
47 1378 10
47 1420 6
47 1453 3
47 1514 5
47 1564 4
47 1573 8
47 1585 8
47 1603 6
47 1717 5
47 1723 2
47 1726 4
47 1787 6
47 1855 2
47 1859 3
47 1884 6
47 1956 7
47 1965 4
47 1966 6
47 1983 5
47 2007 7
47 2062 5
47 2066 1
47 2079 4
47 2091 8
47 2185 5
47 2193 4
47 2240 4
47 2397 5
47 2398 5
47 2409 9
47 2470 3
47 2485 4
47 2506 3
47 2565 4
47 2754 10
47 2777 4
47 2871 7
47 2900 5
47 2955 7
47 3136 1
47 3352 5
47 3631 7
47 3720 4
47 3755 3
47 3803 4
47 3897 3
47 3946 5
47 4037 3
47 4058 1
47 4189 8
47 4256 10
47 4735 9
47 5254 4
47 5412 1
47 5922 4
47 6227 3
47 6875 10
47 8212 4
47 8282 6
47 8294 6
48 28 9
48 54 5
48 86 3
48 94 8
48 168 2
48 214 7
48 250 2
48 252 10
48 271 8
48 282 8
48 299 4
48 310 3
48 356 7
48 391 9
48 421 10
48 564 2
48 664 9
48 817 10
48 878 1
48 1211 7
48 1864 6
49 28 8
49 54 4
49 214 3
49 363 1
49 370 9
49 396 9
49 517 8
49 664 10
49 749 9
49 762 9
49 1031 6
49 1123 4
49 1211 5
49 1550 7
49 2643 8
50 23 4
50 28 4
50 54 4
50 61 6
50 154 3
50 216 7
50 219 2
50 250 10
50 252 2
50 257 1
50 261 9
50 271 10
50 273 2
50 299 2
51 33 2
51 39 7
51 54 10
51 55 4
51 56 9
51 72 4
51 80 9
51 93 5
51 175 2
51 214 5
51 246 10
51 271 7
51 280 4
51 299 4
51 325 5
51 589 5
51 609 9
51 611 6
51 656 3
51 739 9
51 750 1
51 756 3
51 791 7
51 893 1
52 54 4
53 15 1
53 28 1
53 54 8
53 274 5
53 806 2
53 857 3
53 1744 9
53 2114 4
53 2324 1
53 2535 7
53 2657 4
53 2686 5
53 2774 6
53 2900 5
53 3192 10
53 3276 8
53 3352 8
53 3568 1
53 3646 5
53 3650 9
53 3717 9
53 3755 7
53 3812 4
53 4011 5
53 4088 4
53 4099 9
53 4162 2
53 4183 3
53 4191 4
53 4235 9
53 4335 2
53 4389 7
53 4666 7
53 4735 2
53 4764 1
53 5079 5
53 5640 5
53 5804 4
53 5998 7
29 3 4
29 8 8
29 10 5
29 23 7
29 28 4
29 33 10
29 39 8
29 50 7
29 54 2
29 55 7
29 56 3
29 75 1
29 86 8
29 93 8
29 95 1
29 105 8
29 127 6
29 130 9
29 140 10
29 147 4
29 150 5
29 151 6
29 152 1
29 154 2
29 183 3
29 214 3
29 228 9
29 243 1
29 246 4
29 252 2
29 259 8
29 261 4
29 271 6
29 273 9
29 274 5
29 282 7
29 286 3
29 299 8
29 300 10
29 308 1
29 313 3
29 317 8
29 322 7
29 348 9
29 356 5
29 358 10
29 362 7
29 389 8
29 391 8
29 394 2
29 396 1
29 402 5
29 406 8
29 407 3
29 415 10
29 428 10
29 435 7
29 439 8
29 524 3
29 538 6
29 549 5
29 587 10
29 589 10
29 600 5
29 604 10
29 611 1
29 627 6
29 656 8
29 659 3
29 665 5
29 667 3
29 668 7
29 670 4
29 673 8
29 674 10
29 677 2
29 681 3
29 684 9
29 700 6
29 704 6
29 715 2
29 719 10
29 722 10
29 730 7
29 733 7
29 739 6
29 756 6
29 761 4
29 789 10
29 810 4
29 829 4
29 837 9
29 838 4
29 840 7
29 857 7
29 863 7
29 866 2
29 868 10
29 878 5
29 882 10
29 893 2
29 895 9
29 904 5
29 918 5
29 929 7
29 932 1
29 934 10
29 936 3
29 938 8
29 942 7
29 956 8
29 958 5
29 966 1
29 1014 4
29 1026 4
29 1053 6
29 1061 2
29 1080 1
29 1131 1
29 1297 10
29 1307 4
29 1548 1
29 1549 6
29 1772 2
29 2252 5
29 2273 10
29 2565 7
29 3643 10
29 3717 3
29 3720 9
29 3843 10
29 4011 5
29 4021 9
29 4088 1
29 4103 2
29 4666 8
29 5404 5
29 5545 1
29 5582 5
29 5922 9
29 6198 1
29 6498 7
29 6503 4
29 6913 3
29 6946 5
29 7040 3
29 7052 9
29 7119 6
29 7295 3
29 8294 7
55 6 7
55 8 8
55 28 6
55 29 9
55 36 7
55 38 4
55 56 7
55 61 6
55 75 6
55 80 8
55 86 10
55 94 10
55 135 2
55 144 2
55 152 2
55 214 10
55 216 6
55 243 3
55 250 5
55 252 5
55 271 10
55 282 2
55 299 1
55 302 10
55 304 4
55 308 10
55 313 5
55 317 6
55 321 5
55 325 3
55 348 2
55 356 9
55 370 8
55 373 8
55 379 5
55 402 4
55 407 4
55 439 8
55 447 9
55 488 3
55 514 6
55 549 2
55 673 8
55 682 4
55 696 3
55 697 7
55 714 8
55 730 4
55 733 5
55 739 8
55 761 2
55 784 7
55 793 4
55 795 7
55 918 9
55 942 5
55 956 9
55 958 1
55 1014 7
55 1020 1
55 1030 2
55 1080 10
55 1123 10
55 1432 2
56 6 7
56 28 6
56 49 8
56 61 8
56 105 5
56 152 6
56 175 10
56 192 9
56 214 2
56 368 2
56 415 4
56 515 8
56 622 5
56 750 9
56 762 5
56 1077 4
56 1211 5
56 1549 4
56 2151 10
56 2211 9
56 2323 9
56 2651 8
56 8287 6
56 8290 10
57 55 2
57 61 8
57 228 2
57 271 9
57 299 1
57 415 7
57 549 2
57 656 10
57 673 4
57 675 8
57 756 2
57 789 7
57 817 7
58 15 4
58 23 6
58 28 3
58 50 6
58 55 3
58 61 1
58 75 10
58 80 3
58 89 1
58 93 9
58 94 8
58 127 6
58 132 9
58 144 9
58 154 1
58 163 9
58 167 7
58 183 10
58 257 5
58 271 1
58 274 10
58 290 6
58 299 6
58 310 5
58 322 9
58 325 7
58 853 10
58 1186 6
58 1697 10
58 1966 4
58 2345 7
58 2877 10
58 5079 8
58 5254 9
58 5378 1
58 5412 9
58 6044 10
58 8237 1
59 3 10
59 15 1
59 28 5
59 33 6
59 49 1
59 56 6
59 61 7
59 86 10
59 152 2
59 167 2
59 168 1
59 204 2
59 214 6
59 219 7
59 228 9
59 252 2
59 271 7
59 298 2
59 370 5
59 371 9
59 372 10
59 377 5
59 378 6
59 391 10
59 407 10
59 417 10
59 421 2
59 425 9
59 431 4
59 549 7
59 564 9
59 584 9
59 600 3
59 643 4
59 723 7
59 733 5
59 763 3
59 861 9
59 895 3
59 928 7
59 935 2
59 937 10
59 959 6
59 1000 4
59 1034 1
59 1125 6
59 1131 10
59 1152 8
59 1201 5
59 1230 8
59 1315 4
59 1357 2
59 1396 3
59 1416 5
59 1464 7
59 1476 8
59 1484 6
59 1595 9
59 1604 5
59 1633 4
59 1781 6
59 1808 2
59 1836 6
59 1842 2
59 1893 5
59 1918 9
59 2062 3
59 2066 6
59 2174 10
59 2345 9
59 2371 5
59 2375 8
59 2397 7
59 2400 8
59 2470 9
59 2547 3
59 2550 10
59 2560 1
59 2724 3
59 2727 7
59 2922 5
59 2946 1
59 2955 1
59 2963 10
59 2966 1
59 2972 5
59 2977 6
59 2979 10
59 3015 8
59 3408 5
59 3807 6
59 5404 7
59 5624 10
59 6166 4
60 61 5
60 1374 9
60 1521 6
60 1717 2
60 1726 1
60 1956 9
60 2252 10
60 2625 9
60 7624 5
62 6 9
62 243 6
62 280 6
62 363 2
62 370 9
62 415 1
62 606 2
62 607 2
62 609 9
62 611 10
62 2091 8
62 2092 6
62 2095 6
62 2185 9
62 2193 3
62 2247 2
62 2470 4
27 6 1
27 15 7
27 19 9
27 28 1
27 34 9
27 55 8
27 93 1
27 132 10
27 135 9
27 140 6
27 144 7
27 152 4
27 153 5
27 167 8
27 175 4
27 182 10
27 183 2
27 216 7
27 219 6
27 226 2
27 243 7
27 271 8
27 274 10
27 280 9
27 282 6
27 301 10
27 302 10
27 306 3
27 310 4
27 319 4
27 325 9
27 348 10
27 362 10
27 370 7
27 371 9
27 373 1
27 377 6
27 379 4
27 390 3
27 394 9
27 396 1
27 402 9
27 422 1
27 427 8
27 433 10
27 435 9
27 566 1
27 567 9
27 584 10
27 586 2
27 590 5
27 604 3
27 606 4
27 609 2
27 613 2
27 616 4
27 624 9
27 627 8
27 628 5
27 631 4
27 636 5
27 645 7
27 656 3
27 664 10
27 667 10
27 668 7
27 670 3
27 673 9
27 681 1
27 684 3
27 687 4
27 700 3
27 719 10
27 737 4
27 741 10
27 743 3
27 746 9
27 748 5
27 866 3
27 1092 2
27 2369 10
27 2398 1
27 2696 3
27 2917 3
27 3456 10
27 3537 7
27 3643 5
27 4044 8
27 4189 6
27 4191 3
27 4335 8
27 4400 8
27 4448 7
27 4715 1
27 4828 2
27 5210 5
27 5254 4
27 5412 4
27 5459 10
27 5743 1
27 5844 3
27 6246 8
63 6 1
64 6 1
65 6 5
65 89 3
66 6 5
66 28 7
66 55 10
66 56 8
66 152 6
66 183 1
66 282 5
66 302 1
66 338 3
66 359 6
66 394 4
66 402 5
66 600 8
66 607 4
66 665 10
66 756 10
66 784 9
66 977 7
66 1012 5
66 1026 2
66 1075 7
66 1131 3
66 1193 4
66 1267 3
66 1717 10
66 1729 4
66 2014 9
66 2062 6
66 2117 1
66 2193 10
66 2237 7
66 2470 2
66 2625 3
66 2651 4
66 2799 8
66 3352 3
66 3464 7
66 3680 6
66 3803 8
66 4588 5
66 4687 9
66 5529 9
66 5614 6
66 7961 4
72 8 9
72 15 2
72 28 1
72 39 9
72 56 2
72 89 2
72 144 4
72 152 9
72 178 1
72 182 3
72 204 1
72 226 8
72 232 10
72 236 7
72 243 7
72 261 5
72 271 2
72 282 8
72 299 2
72 313 2
72 321 5
72 322 3
72 325 8
72 341 8
72 356 3
72 370 4
72 371 2
72 407 2
72 422 2
72 427 2
72 431 5
72 432 8
72 435 5
72 439 2
72 440 5
72 514 8
72 549 5
72 566 7
72 567 9
72 584 4
72 586 1
72 589 7
72 590 3
72 592 8
72 600 7
72 636 1
72 637 10
72 659 7
72 663 8
72 667 1
72 697 8
72 704 9
72 714 4
72 719 10
72 730 7
72 733 9
72 739 6
72 756 1
72 761 3
72 762 4
72 789 9
72 794 8
72 802 8
72 820 7
72 844 10
72 857 8
72 881 4
72 885 5
72 895 10
72 896 2
72 943 3
72 946 10
72 947 1
72 959 8
72 966 10
72 972 1
72 975 5
72 989 10
72 991 4
72 993 2
72 1007 5
72 1023 6
72 1026 7
72 1031 1
72 1035 3
72 1053 9
72 1062 10
72 1123 6
72 1131 5
72 1156 5
72 1193 5
72 1211 6
72 1279 3
72 1310 5
72 1319 8
72 1352 9
72 1378 2
72 1394 7
72 1396 4
72 1538 9
72 1549 7
72 1573 7
72 1597 2
